Code,JavaDoc,Package
Sinks.Many<GatewayPayload<?>> sender();,"/**
     * Retrieves a new {@link Sinks.Many} to safely produce outbound values using
     * {@link Sinks.Many#tryEmitNext(Object)} or {@link Sinks.Many#emitNext(Object, Sinks.EmitFailureHandler)}.
     *
     * @return a serializing {@link Sinks.Many}
     */",discord4j.gateway
"public int getSequence() {
        return sequence;
    }","/**
     * Return the sequence number of the session represented by this {@link SessionInfo}.
     *
     * @return the session sequence
     */",discord4j.gateway
<T> RequestQueue<T> create();,"/**
     * Creates a new {@link RequestQueue} instance.
     *
     * @param <T> the desired generic type of {@link RequestQueue}
     * @return the freshly instantiated {@link RequestQueue}
     */",discord4j.rest.request
"public static final Route REACTIONS_DELETE_ALL = Route.delete(""/channels/{channel.id}/messages/{message.id}/reactions"");","/**
     * Deletes all reactions on a message. This endpoint requires the 'MANAGE_MESSAGES' permission to be present on the
     * current user.
     *
     * @see <a href=""https://discord.com/developers/docs/resources/channel#delete-all-reactions"">
     * https://discord.com/developers/docs/resources/channel#delete-all-reactions</a>
     */",discord4j.rest.route
"@Nonnull
    M moveAbove(@Nonnull T other);","/**
     * Moves the currently selected entity above the specified target entity.
     *
     * @param  other
     *         The reference entity that should end up below the selected entity
     *
     * @throws IllegalStateException
     *         If no entity has been selected yet, use {@link #selectPosition(Object)}
     * @throws IllegalArgumentException
     *         If the specified target entity is not managed by this instance or null
     *
     * @return The current OrderAction sub-implementation instance
     *
     * @see    #moveUp(int)
     * @see    #moveDown(int)
     * @see    #moveBelow(Object)
     */",net.dv8tion.jda.api.requests.restaction.order
"public static RestWebhook create(RestClient restClient, Snowflake id) {
        return new RestWebhook(restClient, id.asLong());
    }","/**
     * Create a {@link RestWebhook} for a given ID. This method does not perform any API request.
     *
     * @param restClient the client to make API requests
     * @param id the ID of this entity
     * @return a {@code RestWebhook} represented by this {@code id}.
     */",discord4j.rest.entity
"public Publisher<?> onRoleUpdate(RoleUpdateEvent event) {
        return Mono.empty();
    }","/**
     * Invoked when one or more role's properties are updated in a guild.
     *
     * @param event the event instance
     * @return a {@link Publisher} that completes when this listener has done processing the event, for example,
     * returning any {@link Mono}, {@link Flux} or synchronous code using {@link Mono#fromRunnable(Runnable)}.
     */",discord4j.core.event
"public InstallParamsData getData() {
        return this.data;
    }","/**
     * Gets the data of this configuration
     *
     * @return The data of this configuration
     */",discord4j.core.object
final Properties properties = GitProperties.getProperties();,"/**
     * Create a new {@link DiscordWebClient} wrapping HTTP, Discord and encoding/decoding resources.
     *
     * @param httpClient a Reactor Netty HTTP client
     * @param exchangeStrategies a strategy to transform requests and responses
     * @param authorizationScheme default scheme to use with the authorization header, like ""Bot"" or ""Bearer""
     * @param token default Discord token for API authorization
     * @param responseFunctions a list of {@link ResponseFunction} transformations
     */",discord4j.rest.http.client
"@Nonnull
    @CheckReturnValue
    ThreadChannelManager setInvitable(boolean invitable);","/**
     * Sets the invitable state of this ThreadChannel.
     *
     * <p>This property can only be set on private ThreadChannels.
     *
     * @param  invitable
     *         The new invitable state for the selected {@link ThreadChannel}
     *
     * @throws IllegalStateException
     *         If the selected {@link ThreadChannel} is not a private ThreadChannel
     *
     * @throws net.dv8tion.jda.api.exceptions.InsufficientPermissionException
     *         If the currently logged in account is not the thread owner or does not have the {@link net.dv8tion.jda.api.Permission#MANAGE_THREADS MANAGE_THREADS} permission.
     *
     * @return this ThreadChannelManager for chaining convenience.
     *
     * @see ThreadChannel#isInvitable()
     * @see ThreadChannel#isPublic()
     */",net.dv8tion.jda.api.managers.channel.concrete
PermissionSet set0 = PermissionSet.of(KICK_MEMBERS);,"/**
     * Performs a logical <b>AND</b> of this permission set with the other permission set.
     * <p>
     * The resultant set is the <b>intersection</b> of this set and the other set. A permission is contained if and only if it was
     * contained in both this set and the other set. This is analogous to {@link Set#retainAll(java.util.Collection)}.
     * <pre>
     * {@code
     * PermissionSet set0 = PermissionSet.of(KICK_MEMBERS, BAN_MEMBERS);
     * PermissionSet set1 = PermissionSet.of(KICK_MEMBERS);
     *
     * set0.and(set1) = PermissionSet.of(KICK_MEMBERS)
     * }
     * </pre>
     *
     * @param other The other permission set.
     * @return The intersection of this set with the other set.
     */",discord4j.rest.util
"public StoreChannel getCurrent() {
        return current;
    }","/**
     * Gets the current, new version of the {@link StoreChannel} that was updated in this event.
     *
     * @return The current version of the updated {@link StoreChannel}.
     */",discord4j.core.event.domain.channel
"public Builder setMaxRetries(long maxRetries) {
            if (maxRetries < 0) {
                throw new IllegalArgumentException(""maxRetries must be a positive integer"");
            }
            this.maxRetries = maxRetries;
            return this;
        }","/**
         * Set the maximum number of iterations to retry before rethrowing the error as exhausted attempts. Defaults
         * to Long.MAX_VALUE (unlimited retries).
         *
         * @param maxRetries the maximum number of retries
         * @return this builder
         */",discord4j.common.retry
"@Nullable
    public String getOldAvatarUrl() {
        return previous == null ? null : String.format(Member.AVATAR_URL, getMember().getGuild().getId(), getMember().getId(), previous, previous.startsWith(""a_"") ? ""gif"" : ""png"");
    }","/**
     * The previous avatar url
     *
     * @return The previous avatar url
     */",net.dv8tion.jda.api.events.guild.member.update
"@Nonnull
    @Unmodifiable
    default List<NewsChannel> getNewsChannels()
    {
        return getNewsChannelCache().asList();
    }","/**
     * Gets all {@link NewsChannel NewsChannels} in the cache.
     * <br>In {@link Guild} cache, channels are sorted according to their position and id.
     *
     * <p>This copies the backing store into a list. This means every call
     * creates a new list with O(n) complexity. It is recommended to store this into
     * a local variable or use {@link #getNewsChannelCache()} and use its more efficient
     * versions of handling these values.
     *
     * <p>This getter exists on any instance of {@link IGuildChannelContainer} and only checks the caches with the relevant scoping.
     * For {@link Guild}, {@link JDA}, or {@link ShardManager},
     * this returns the relevant channel with respect to the cache within each of those objects.
     * For a guild, this would mean it only returns channels within the same guild.
     * <br>If this is called on {@link JDA} or {@link ShardManager}, this may return null immediately after building, because the cache isn't initialized yet.
     * To make sure the cache is initialized after building your {@link JDA} instance, you can use {@link JDA#awaitReady()}.
     *
     * @return An immutable List of all {@link NewsChannel NewsChannels} in this Guild.
     */",net.dv8tion.jda.api.entities.channel.attribute
